N° Edição|Ano|Data|Município|Entidade|Categoria|Documento|Arquivo|URL|Identificador
5471|2.025|18/12/2025|Avelino Lopes|Prefeitura|Ata|Ata 2025.09.06|DM_5471_018_Avelino_Lopes_Ata_2025.09.06_pag_345.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5471/DM_5471_018_Avelino_Lopes_Ata_2025.09.06_pag_345.pdf|10EF348ECEF8F39D
5471|2.025|18/12/2025|Avelino Lopes|Prefeitura|Ata|Ata 2025.11.03 A|DM_5471_019_Avelino_Lopes_Ata_2025.11.03_A_pag_346.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5471/DM_5471_019_Avelino_Lopes_Ata_2025.11.03_A_pag_346.pdf|0F8BEF16716EF39E
5471|2.025|18/12/2025|Avelino Lopes|Prefeitura|Ata|Ata 2025.11.03 B|DM_5471_020_Avelino_Lopes_Ata_2025.11.03_B_pag_346.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5471/DM_5471_020_Avelino_Lopes_Ata_2025.11.03_B_pag_346.pdf|0B621EAD58D0F3A1
5471|2.025|18/12/2025|Avelino Lopes|Prefeitura|Decreto|Decreto 060-25 Credito Suplementar|DM_5471_021_Avelino_Lopes_Decreto_060-25_Credito_Suplementar_pag_347.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5471/DM_5471_021_Avelino_Lopes_Decreto_060-25_Credito_Suplementar_pag_347.pdf|0047F2EA6C80F5A7
5471|2.025|18/12/2025|Avelino Lopes|Prefeitura|Distrato|Distrato Contrato SN 2025-01|DM_5471_022_Avelino_Lopes_Distrato_Contrato_SN_2025-01_pag_343.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5471/DM_5471_022_Avelino_Lopes_Distrato_Contrato_SN_2025-01_pag_343.pdf|0E28A99E13E4F585
5472|2.025|19/12/2025|Avelino Lopes|Prefeitura|Licitacao|Licitacao Dispensa 021-25 Extrato Contrato 077-25|DM_5472_019_Avelino_Lopes_Licitacao_Dispensa_021-25_Extrato_Contrato_077-25_pag_2.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5472/DM_5472_019_Avelino_Lopes_Licitacao_Dispensa_021-25_Extrato_Contrato_077-25_pag_2.pdf|01AB387A1281E344
5473|2.025|22/12/2025|Avelino Lopes|Prefeitura|Portaria|Portaria 150-25|DM_5473_010_Avelino_Lopes_Portaria_150-25_pag_480.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473/DM_5473_010_Avelino_Lopes_Portaria_150-25_pag_480.pdf|10EF34EBF0D4A650
5473|2.025|22/12/2025|Avelino Lopes|Prefeitura|Termo|Termo de Posse SN 2025-01|DM_5473_011_Avelino_Lopes_Termo_de_Posse_SN_2025-01_pag_481.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473/DM_5473_011_Avelino_Lopes_Termo_de_Posse_SN_2025-01_pag_481.pdf|09FED9921D22A416
5473|2.025|22/12/2025|Avelino Lopes|Prefeitura|Termo|Termo de Posse SN 2025-02|DM_5473_012_Avelino_Lopes_Termo_de_Posse_SN_2025-02_pag_481.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473/DM_5473_012_Avelino_Lopes_Termo_de_Posse_SN_2025-02_pag_481.pdf|167C4ACD66FCA426
5473|2.025|22/12/2025|Avelino Lopes|Prefeitura|Termo|Termo de Posse SN 2025-03|DM_5473_013_Avelino_Lopes_Termo_de_Posse_SN_2025-03_pag_481.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473/DM_5473_013_Avelino_Lopes_Termo_de_Posse_SN_2025-03_pag_481.pdf|0B621F0A7AACA466
5473|2.025|22/12/2025|Avelino Lopes|Prefeitura|Termo|Termo de Posse SN 2025-04|DM_5473_014_Avelino_Lopes_Termo_de_Posse_SN_2025-04_pag_481.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473/DM_5473_014_Avelino_Lopes_Termo_de_Posse_SN_2025-04_pag_481.pdf|0CC56482D836A445
5473|2.025|22/12/2025|Avelino Lopes|Prefeitura|Termo|Termo de Posse SN 2025-05|DM_5473_015_Avelino_Lopes_Termo_de_Posse_SN_2025-05_pag_482.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473/DM_5473_015_Avelino_Lopes_Termo_de_Posse_SN_2025-05_pag_482.pdf|0F8BEF73934AA453
5473|2.025|22/12/2025|Avelino Lopes|Prefeitura|Termo|Termo de Posse SN 2025-06|DM_5473_016_Avelino_Lopes_Termo_de_Posse_SN_2025-06_pag_482.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473/DM_5473_016_Avelino_Lopes_Termo_de_Posse_SN_2025-06_pag_482.pdf|09FED9921D22A45F
5473|2.025|22/12/2025|Avelino Lopes|Prefeitura|Termo|Termo de Posse SN 2025-07|DM_5473_017_Avelino_Lopes_Termo_de_Posse_SN_2025-07_pag_482.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473/DM_5473_017_Avelino_Lopes_Termo_de_Posse_SN_2025-07_pag_482.pdf|10EF34EBF0D4A442
5473|2.025|22/12/2025|Avelino Lopes|Prefeitura|Termo|Termo de Posse SN 2025-08|DM_5473_018_Avelino_Lopes_Termo_de_Posse_SN_2025-08_pag_482.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473/DM_5473_018_Avelino_Lopes_Termo_de_Posse_SN_2025-08_pag_482.pdf|030E7E384970A464
5473|2.025|22/12/2025|Avelino Lopes|Prefeitura|Termo|Termo de Posse SN 2025-09|DM_5473_019_Avelino_Lopes_Termo_de_Posse_SN_2025-09_pag_483.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473/DM_5473_019_Avelino_Lopes_Termo_de_Posse_SN_2025-09_pag_483.pdf|0047F3478E5CA42D
5473|2.025|22/12/2025|Avelino Lopes|Prefeitura|Termo|Termo de Posse SN 2025-10|DM_5473_020_Avelino_Lopes_Termo_de_Posse_SN_2025-10_pag_483.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473/DM_5473_020_Avelino_Lopes_Termo_de_Posse_SN_2025-10_pag_483.pdf|167C4ACD66FCA42E
5473|2.025|22/12/2025|Avelino Lopes|Prefeitura|Termo|Termo de Posse SN 2025-11|DM_5473_021_Avelino_Lopes_Termo_de_Posse_SN_2025-11_pag_483.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473/DM_5473_021_Avelino_Lopes_Termo_de_Posse_SN_2025-11_pag_483.pdf|151905550972A437
5473|2.025|22/12/2025|Avelino Lopes|Prefeitura|Termo|Termo de Posse SN 2025-12|DM_5473_022_Avelino_Lopes_Termo_de_Posse_SN_2025-12_pag_483.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473/DM_5473_022_Avelino_Lopes_Termo_de_Posse_SN_2025-12_pag_483.pdf|13B5BFDCABE8A499
5473_B|2.025|22/12/2025|Avelino Lopes|Prefeitura|Lei|Lei 513-25 (LOA)|DM_5473_B_001_Avelino_Lopes_Lei_513-25_(LOA)_pag_2.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473_B/DM_5473_B_001_Avelino_Lopes_Lei_513-25_(LOA)_pag_2.pdf|0F8BEF73934AA54E
5473_B|2.025|22/12/2025|Avelino Lopes|Prefeitura|Lei|Lei 514-25 (PPA)|DM_5473_B_002_Avelino_Lopes_Lei_514-25_(PPA)_pag_117.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5473_B/DM_5473_B_002_Avelino_Lopes_Lei_514-25_(PPA)_pag_117.pdf|10EF34EBF0D4A54D
5474|2.025|23/12/2025|Avelino Lopes|Prefeitura|Declaracao|Declaracao de Dominio Publico|DM_5474_018_Avelino_Lopes_Declaracao_de_Dominio_Publico_pag_505.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5474/DM_5474_018_Avelino_Lopes_Declaracao_de_Dominio_Publico_pag_505.pdf|12527A7B96D59A11
5475|2.025|24/12/2025|Avelino Lopes|Prefeitura|Decreto|Decreto 082-25 Programacao Financeira A|DM_5475_028_Avelino_Lopes_Decreto_082-25_Programacao_Financeira_A_pag_468.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5475/DM_5475_028_Avelino_Lopes_Decreto_082-25_Programacao_Financeira_A_pag_468.pdf|0F8BEFA22438889C
5475|2.025|24/12/2025|Avelino Lopes|Prefeitura|Decreto|Decreto 082-25 Programacao Financeira B|DM_5475_029_Avelino_Lopes_Decreto_082-25_Programacao_Financeira_B_pag_477.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5475/DM_5475_029_Avelino_Lopes_Decreto_082-25_Programacao_Financeira_B_pag_477.pdf|0F8BEFA224388894
5477|2.025|29/12/2025|Avelino Lopes|Prefeitura|Plano|Plano de Aplicacao de Recursos 30882120250002-022031 A|DM_5477_020_Avelino_Lopes_Plano_de_Aplicacao_de_Recursos_30882120250002-022031_A_pag_223.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5477/DM_5477_020_Avelino_Lopes_Plano_de_Aplicacao_de_Recursos_30882120250002-022031_A_pag_223.pdf|0471C453A23B1B04
5477|2.025|29/12/2025|Avelino Lopes|Prefeitura|Plano|Plano de Aplicacao de Recursos 30882120250002-022031 B|DM_5477_021_Avelino_Lopes_Plano_de_Aplicacao_de_Recursos_30882120250002-022031_B_pag_225.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5477/DM_5477_021_Avelino_Lopes_Plano_de_Aplicacao_de_Recursos_30882120250002-022031_B_pag_225.pdf|07384F445D4F1B02
5478|2.025|30/12/2025|Avelino Lopes|Prefeitura|Decreto|Decreto 083-25|DM_5478_025_Avelino_Lopes_Decreto_083-25_pag_274.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5478/DM_5478_025_Avelino_Lopes_Decreto_083-25_pag_274.pdf|13B5C096EFA00B56
5478|2.025|30/12/2025|Avelino Lopes|Prefeitura|Portaria|Portaria 140-25|DM_5478_026_Avelino_Lopes_Portaria_140-25_pag_275.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5478/DM_5478_026_Avelino_Lopes_Portaria_140-25_pag_275.pdf|0F8BF02DD702083E
5478|2.025|30/12/2025|Avelino Lopes|Prefeitura|Portaria|Portaria 141-25 A|DM_5478_027_Avelino_Lopes_Portaria_141-25_A_pag_275.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5478/DM_5478_027_Avelino_Lopes_Portaria_141-25_A_pag_275.pdf|07384F5BA5C60854
5478|2.025|30/12/2025|Avelino Lopes|Prefeitura|Portaria|Portaria 141-25 B|DM_5478_028_Avelino_Lopes_Portaria_141-25_B_pag_276.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5478/DM_5478_028_Avelino_Lopes_Portaria_141-25_B_pag_276.pdf|07384F5BA5C60864
5478|2.025|30/12/2025|Avelino Lopes|Prefeitura|Portaria|Portaria 142-25|DM_5478_029_Avelino_Lopes_Portaria_142-25_pag_276.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5478/DM_5478_029_Avelino_Lopes_Portaria_142-25_pag_276.pdf|05D509E3483C081C
5478|2.025|30/12/2025|Avelino Lopes|Prefeitura|Portaria|Portaria 144-25 A|DM_5478_030_Avelino_Lopes_Portaria_144-25_A_pag_276.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5478/DM_5478_030_Avelino_Lopes_Portaria_144-25_A_pag_276.pdf|09FEDA4C60DA084A
5478|2.025|30/12/2025|Avelino Lopes|Prefeitura|Portaria|Portaria 144-25 B|DM_5478_031_Avelino_Lopes_Portaria_144-25_B_pag_276.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5478/DM_5478_031_Avelino_Lopes_Portaria_144-25_B_pag_276.pdf|09FEDA4C60DA0852
5478|2.025|30/12/2025|Avelino Lopes|Prefeitura|Portaria|Portaria 145-25|DM_5478_032_Avelino_Lopes_Portaria_145-25_pag_277.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5478/DM_5478_032_Avelino_Lopes_Portaria_145-25_pag_277.pdf|09FEDA4C60DA085A
5478|2.025|30/12/2025|Avelino Lopes|Prefeitura|Portaria|Portaria 146-25|DM_5478_033_Avelino_Lopes_Portaria_146-25_pag_277.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5478/DM_5478_033_Avelino_Lopes_Portaria_146-25_pag_277.pdf|10EF35A6348C082D
5478|2.025|30/12/2025|Avelino Lopes|Prefeitura|Portaria|Portaria 147-25 A|DM_5478_034_Avelino_Lopes_Portaria_147-25_A_pag_277.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5478/DM_5478_034_Avelino_Lopes_Portaria_147-25_A_pag_277.pdf|01AB397A2F9E081F
5478|2.025|30/12/2025|Avelino Lopes|Prefeitura|Portaria|Portaria 147-25 B|DM_5478_035_Avelino_Lopes_Portaria_147-25_B_pag_277.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5478/DM_5478_035_Avelino_Lopes_Portaria_147-25_B_pag_277.pdf|0047F401D2140830
5478|2.025|30/12/2025|Avelino Lopes|Prefeitura|Portaria|Portaria 148-25|DM_5478_036_Avelino_Lopes_Portaria_148-25_pag_278.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5478/DM_5478_036_Avelino_Lopes_Portaria_148-25_pag_278.pdf|0B621FC4BE640861
5478|2.025|30/12/2025|Avelino Lopes|Prefeitura|Portaria|Portaria 149-25|DM_5478_037_Avelino_Lopes_Portaria_149-25_pag_278.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5478/DM_5478_037_Avelino_Lopes_Portaria_149-25_pag_278.pdf|05D509E3483C085D
5479|2.025|31/12/2025|Avelino Lopes|Prefeitura|Licitacao|Licitacao Concorrencia Eletronica 007-25 Extrato Contrato 094-25|DM_5479_195_Avelino_Lopes_Licitacao_Concorrencia_Eletronica_007-25_Extrato_Contrato_094-25_pag_754.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5479/DM_5479_195_Avelino_Lopes_Licitacao_Concorrencia_Eletronica_007-25_Extrato_Contrato_094-25_pag_754.pdf|0B621FDC06DAFA87
5479|2.025|31/12/2025|Avelino Lopes|Prefeitura|Licitacao|Licitacao TP 001-23 Extrato Publicacao Contrato 003-23 Aditivo 03|DM_5479_196_Avelino_Lopes_Licitacao_TP_001-23_Extrato_Publicacao_Contrato_003-23_Aditivo_03_pag_754.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5479/DM_5479_196_Avelino_Lopes_Licitacao_TP_001-23_Extrato_Publicacao_Contrato_003-23_Aditivo_03_pag_754.pdf|1519062695A0FE4C
5425|2.025|13/10/2025|Avelino Lopes|Camara|Licitacao|Licitacao Dispensa Eletronica 004-25 Aviso|DM_5425_022_Avelino_Lopes_Licitacao_Dispensa_Eletronica_004-25_Aviso_pag_22.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5425/DM_5425_022_Avelino_Lopes_Licitacao_Dispensa_Eletronica_004-25_Aviso_pag_22.pdf|0471C2DEA3958C32
5428|2.025|16/10/2025|Avelino Lopes|Camara|LRF|LRF RGF 2 Quadrimestre 2025 ANEXO 01 PESSOAL|DM_5428_019_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_01_PESSOAL_pag_724.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5428/DM_5428_019_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_01_PESSOAL_pag_724.pdf|0047F2BB645C583A
5431|2.025|21/10/2025|Avelino Lopes|Camara|Licitacao|Licitacao Dispensa 004-25 Extrato Contrato 012-25|DM_5431_011_Avelino_Lopes_Licitacao_Dispensa_004-25_Extrato_Contrato_012-25_pag_181.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5431/DM_5431_011_Avelino_Lopes_Licitacao_Dispensa_004-25_Extrato_Contrato_012-25_pag_181.pdf|030E7E2089C2F13A
5459_B|2.025|01/12/2025|Avelino Lopes|Camara|LRF|LRF RGF 2 Quadrimestre 2025 ANEXO 01 PESSOAL|DM_5459_B_498_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_01_PESSOAL_pag_775.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5459_B/DM_5459_B_498_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_01_PESSOAL_pag_775.pdf|01AB36D6FA252C45
